id,date,week,rank
3,2000-04-15,2,70
3,2000-04-22,3,68
3,2000-04-29,4,67
3,2000-05-06,5,66
3,2000-05-13,6,57
3,2000-05-20,7,54
3,2000-05-27,8,53
3,2000-06-03,9,51
3,2000-06-10,10,51
3,2000-06-17,11,51
3,2000-06-24,12,51
3,2000-07-01,13,47
3,2000-07-08,14,44
3,2000-07-15,15,38
3,2000-07-22,16,28
3,2000-07-29,17,22
3,2000-08-05,18,18
3,2000-08-12,19,18
3,2000-08-19,20,14
3,2000-08-26,21,12
3,2000-09-02,22,7
3,2000-09-09,23,6
3,2000-09-16,24,6
3,2000-09-23,25,6
3,2000-09-30,26,5
3,2000-10-07,27,5
3,2000-10-14,28,4
3,2000-10-21,29,4
3,2000-10-28,30,4
3,2000-11-04,31,4
3,2000-11-11,32,3
3,2000-11-18,33,3
3,2000-11-25,34,3
3,2000-12-02,35,4
3,2000-12-09,36,5
3,2000-12-16,37,5
3,2000-12-23,38,9
3,2000-12-30,39,9
3,2001-01-06,40,15
3,2001-01-13,41,14
3,2001-01-20,42,13
3,2001-01-27,43,14
3,2001-02-03,44,16
3,2001-02-10,45,17
3,2001-02-17,46,21
3,2001-02-24,47,22
3,2001-03-03,48,24
3,2001-03-10,49,28
3,2001-03-17,50,33
3,2001-03-24,51,42
3,2001-03-31,52,42
3,2001-04-07,53,49
3,2001-04-14,54,NA
3,2001-04-21,55,NA
3,2001-04-28,56,NA
3,2001-05-05,57,NA
3,2001-05-12,58,NA
3,2001-05-19,59,NA
3,2001-05-26,60,NA
3,2001-06-02,61,NA
3,2001-06-09,62,NA
3,2001-06-16,63,NA
3,2001-06-23,64,NA
3,2001-06-30,65,NA
3,2001-07-07,66,NA
3,2001-07-14,67,NA
3,2001-07-21,68,NA
3,2001-07-28,69,NA
3,2001-08-04,70,NA
3,2001-08-11,71,NA
3,2001-08-18,72,NA
3,2001-08-25,73,NA
3,2001-09-01,74,NA
3,2001-09-08,75,NA
3,2001-09-15,76,NA
4,2000-10-21,1,76
4,2000-10-28,2,76
4,2000-11-04,3,72
4,2000-11-11,4,69
4,2000-11-18,5,67
4,2000-11-25,6,65
4,2000-12-02,7,55
4,2000-12-09,8,59
4,2000-12-16,9,62
4,2000-12-23,10,61
4,2000-12-30,11,61
4,2001-01-06,12,59
4,2001-01-13,13,61
4,2001-01-20,14,66
4,2001-01-27,15,72
4,2001-02-03,16,76
4,2001-02-10,17,75
4,2001-02-17,18,67
4,2001-02-24,19,73
4,2001-03-03,20,70
4,2001-03-10,21,NA
4,2001-03-17,22,NA
4,2001-03-24,23,NA
4,2001-03-31,24,NA
4,2001-04-07,25,NA
4,2001-04-14,26,NA
4,2001-04-21,27,NA
4,2001-04-28,28,NA
4,2001-05-05,29,NA
4,2001-05-12,30,NA
4,2001-05-19,31,NA
4,2001-05-26,32,NA
4,2001-06-02,33,NA
4,2001-06-09,34,NA
4,2001-06-16,35,NA
4,2001-06-23,36,NA
4,2001-06-30,37,NA
4,2001-07-07,38,NA
4,2001-07-14,39,NA
4,2001-07-21,40,NA
4,2001-07-28,41,NA
4,2001-08-04,42,NA
4,2001-08-11,43,NA
4,2001-08-18,44,NA
4,2001-08-25,45,NA
4,2001-09-01,46,NA
4,2001-09-08,47,NA
4,2001-09-15,48,NA
4,2001-09-22,49,NA
4,2001-09-29,50,NA
4,2001-10-06,51,NA
4,2001-10-13,52,NA
4,2001-10-20,53,NA
4,2001-10-27,54,NA
4,2001-11-03,55,NA
4,2001-11-10,56,NA
4,2001-11-17,57,NA
4,2001-11-24,58,NA
4,2001-12-01,59,NA
4,2001-12-08,60,NA
4,2001-12-15,61,NA
4,2001-12-22,62,NA
4,2001-12-29,63,NA
4,2002-01-05,64,NA
4,2002-01-12,65,NA
4,2002-01-19,66,NA
4,2002-01-26,67,NA
4,2002-02-02,68,NA
4,2002-02-09,69,NA
4,2002-02-16,70,NA
4,2002-02-23,71,NA
4,2002-03-02,72,NA
4,2002-03-09,73,NA
4,2002-03-16,74,NA
4,2002-03-23,75,NA
4,2002-03-30,76,NA
5,2000-04-15,1,57
5,2000-04-22,2,34
5,2000-04-29,3,25
5,2000-05-06,4,17
5,2000-05-13,5,17
5,2000-05-20,6,31
5,2000-05-27,7,36
5,2000-06-03,8,49
5,2000-06-10,9,53
5,2000-06-17,10,57
5,2000-06-24,11,64
5,2000-07-01,12,70
5,2000-07-08,13,75
5,2000-07-15,14,76
5,2000-07-22,15,78
5,2000-07-29,16,85
5,2000-08-05,17,92
5,2000-08-12,18,96
5,2000-08-19,19,NA
5,2000-08-26,20,NA
5,2000-09-02,21,NA
5,2000-09-09,22,NA
5,2000-09-16,23,NA
5,2000-09-23,24,NA
5,2000-09-30,25,NA
5,2000-10-07,26,NA
5,2000-10-14,27,NA
5,2000-10-21,28,NA
5,2000-10-28,29,NA
5,2000-11-04,30,NA
5,2000-11-11,31,NA
5,2000-11-18,32,NA
5,2000-11-25,33,NA
5,2000-12-02,34,NA
5,2000-12-09,35,NA
5,2000-12-16,36,NA
5,2000-12-23,37,NA
5,2000-12-30,38,NA
5,2001-01-06,39,NA
5,2001-01-13,40,NA
5,2001-01-20,41,NA
5,2001-01-27,42,NA
5,2001-02-03,43,NA
5,2001-02-10,44,NA
5,2001-02-17,45,NA
5,2001-02-24,46,NA
5,2001-03-03,47,NA
5,2001-03-10,48,NA
5,2001-03-17,49,NA
5,2001-03-24,50,NA
5,2001-03-31,51,NA
5,2001-04-07,52,NA
5,2001-04-14,53,NA
5,2001-04-21,54,NA
5,2001-04-28,55,NA
5,2001-05-05,56,NA
5,2001-05-12,57,NA
5,2001-05-19,58,NA
5,2001-05-26,59,NA
5,2001-06-02,60,NA
5,2001-06-09,61,NA
5,2001-06-16,62,NA
5,2001-06-23,63,NA
5,2001-06-30,64,NA
5,2001-07-07,65,NA
5,2001-07-14,66,NA
5,2001-07-21,67,NA
5,2001-07-28,68,NA
5,2001-08-04,69,NA
5,2001-08-11,70,NA
5,2001-08-18,71,NA
5,2001-08-25,72,NA
5,2001-09-01,73,NA
5,2001-09-08,74,NA
5,2001-09-15,75,NA
5,2001-09-22,76,NA
6,2000-08-19,1,51
6,2000-08-26,2,39
6,2000-09-02,3,34
6,2000-09-09,4,26
6,2000-09-16,5,26
6,2000-09-23,6,19
6,2000-09-30,7,2
6,2000-10-07,8,2
6,2000-10-14,9,3
6,2000-10-21,10,6
6,2000-10-28,11,7
6,2000-11-04,12,22
6,2000-11-11,13,29
6,2000-11-18,14,36
6,2000-11-25,15,47
6,2000-12-02,16,67
6,2000-12-09,17,66
6,2000-12-16,18,84
6,2000-12-23,19,93
6,2000-12-30,20,94
6,2001-01-06,21,NA
6,2001-01-13,22,NA
6,2001-01-20,23,NA
6,2001-01-27,24,NA
6,2001-02-03,25,NA
6,2001-02-10,26,NA
6,2001-02-17,27,NA
6,2001-02-24,28,NA
6,2001-03-03,29,NA
6,2001-03-10,30,NA
6,2001-03-17,31,NA
6,2001-03-24,32,NA
6,2001-03-31,33,NA
6,2001-04-07,34,NA
6,2001-04-14,35,NA
6,2001-04-21,36,NA
6,2001-04-28,37,NA
6,2001-05-05,38,NA
6,2001-05-12,39,NA
6,2001-05-19,40,NA
6,2001-05-26,41,NA
6,2001-06-02,42,NA
6,2001-06-09,43,NA
6,2001-06-16,44,NA
6,2001-06-23,45,NA
6,2001-06-30,46,NA
6,2001-07-07,47,NA
6,2001-07-14,48,NA
6,2001-07-21,49,NA
6,2001-07-28,50,NA
6,2001-08-04,51,NA
6,2001-08-11,52,NA
6,2001-08-18,53,NA
6,2001-08-25,54,NA
6,2001-09-01,55,NA
6,2001-09-08,56,NA
6,2001-09-15,57,NA
6,2001-09-22,58,NA
6,2001-09-29,59,NA
6,2001-10-06,60,NA
6,2001-10-13,61,NA
6,2001-10-20,62,NA
6,2001-10-27,63,NA
6,2001-11-03,64,NA
6,2001-11-10,65,NA
6,2001-11-17,66,NA
6,2001-11-24,67,NA
6,2001-12-01,68,NA
6,2001-12-08,69,NA
6,2001-12-15,70,NA
6,2001-12-22,71,NA
6,2001-12-29,72,NA
6,2002-01-05,73,NA
6,2002-01-12,74,NA
6,2002-01-19,75,NA
6,2002-01-26,76,NA
7,2000-07-08,1,97
7,2000-07-15,2,97
7,2000-07-22,3,96
7,2000-07-29,4,95
7,2000-08-05,5,100
7,2000-08-12,6,NA
7,2000-08-19,7,NA
7,2000-08-26,8,NA
7,2000-09-02,9,NA
7,2000-09-09,10,NA
7,2000-09-16,11,NA
7,2000-09-23,12,NA
7,2000-09-30,13,NA
7,2000-10-07,14,NA
7,2000-10-14,15,NA
7,2000-10-21,16,NA
7,2000-10-28,17,NA
7,2000-11-04,18,NA
7,2000-11-11,19,NA
7,2000-11-18,20,NA
7,2000-11-25,21,NA
7,2000-12-02,22,NA
7,2000-12-09,23,NA
7,2000-12-16,24,NA
7,2000-12-23,25,NA
7,2000-12-30,26,NA
7,2001-01-06,27,NA
7,2001-01-13,28,NA
7,2001-01-20,29,NA
7,2001-01-27,30,NA
7,2001-02-03,31,NA
7,2001-02-10,32,NA
7,2001-02-17,33,NA
7,2001-02-24,34,NA
7,2001-03-03,35,NA
7,2001-03-10,36,NA
7,2001-03-17,37,NA
7,2001-03-24,38,NA
7,2001-03-31,39,NA
7,2001-04-07,40,NA
7,2001-04-14,41,NA
7,2001-04-21,42,NA
7,2001-04-28,43,NA
7,2001-05-05,44,NA
7,2001-05-12,45,NA
7,2001-05-19,46,NA
7,2001-05-26,47,NA
7,2001-06-02,48,NA
7,2001-06-09,49,NA
7,2001-06-16,50,NA
7,2001-06-23,51,NA
7,2001-06-30,52,NA
7,2001-07-07,53,NA
7,2001-07-14,54,NA
7,2001-07-21,55,NA
7,2001-07-28,56,NA
7,2001-08-04,57,NA
7,2001-08-11,58,NA
7,2001-08-18,59,NA
7,2001-08-25,60,NA
7,2001-09-01,61,NA
7,2001-09-08,62,NA
7,2001-09-15,63,NA
7,2001-09-22,64,NA
7,2001-09-29,65,NA
7,2001-10-06,66,NA
7,2001-10-13,67,NA
7,2001-10-20,68,NA
7,2001-10-27,69,NA
7,2001-11-03,70,NA
7,2001-11-10,71,NA
7,2001-11-17,72,NA
7,2001-11-24,73,NA
7,2001-12-01,74,NA
7,2001-12-08,75,NA
7,2001-12-15,76,NA
8,2000-01-29,1,84
8,2000-02-05,2,62
8,2000-02-12,3,51
8,2000-02-19,4,41
8,2000-02-26,5,38
8,2000-03-04,6,35
8,2000-03-11,7,35
8,2000-03-18,8,38
8,2000-03-25,9,38
8,2000-04-01,10,36
8,2000-04-08,11,37
8,2000-04-15,12,37
8,2000-04-22,13,38
8,2000-04-29,14,49
8,2000-05-06,15,61
8,2000-05-13,16,63
8,2000-05-20,17,62
8,2000-05-27,18,67
8,2000-06-03,19,83
8,2000-06-10,20,86
8,2000-06-17,21,NA
8,2000-06-24,22,NA
8,2000-07-01,23,NA
8,2000-07-08,24,NA
8,2000-07-15,25,NA
8,2000-07-22,26,NA
8,2000-07-29,27,NA
8,2000-08-05,28,NA
8,2000-08-12,29,NA
8,2000-08-19,30,NA
8,2000-08-26,31,NA
8,2000-09-02,32,NA
8,2000-09-09,33,NA
8,2000-09-16,34,NA
8,2000-09-23,35,NA
8,2000-09-30,36,NA
8,2000-10-07,37,NA
8,2000-10-14,38,NA
8,2000-10-21,39,NA
8,2000-10-28,40,NA
8,2000-11-04,41,NA
8,2000-11-11,42,NA
8,2000-11-18,43,NA
8,2000-11-25,44,NA
8,2000-12-02,45,NA
8,2000-12-09,46,NA
8,2000-12-16,47,NA
8,2000-12-23,48,NA
8,2000-12-30,49,NA
8,2001-01-06,50,NA
8,2001-01-13,51,NA
8,2001-01-20,52,NA
8,2001-01-27,53,NA
8,2001-02-03,54,NA
8,2001-02-10,55,NA
8,2001-02-17,56,NA
8,2001-02-24,57,NA
8,2001-03-03,58,NA
8,2001-03-10,59,NA
8,2001-03-17,60,NA
8,2001-03-24,61,NA
8,2001-03-31,62,NA
8,2001-04-07,63,NA
8,2001-04-14,64,NA
8,2001-04-21,65,NA
8,2001-04-28,66,NA
8,2001-05-05,67,NA
8,2001-05-12,68,NA
8,2001-05-19,69,NA
8,2001-05-26,70,NA
8,2001-06-02,71,NA
8,2001-06-09,72,NA
8,2001-06-16,73,NA
8,2001-06-23,74,NA
8,2001-06-30,75,NA
8,2001-07-07,76,NA
9,2000-03-18,1,59
9,2000-03-25,2,53
9,2000-04-01,3,38
9,2000-04-08,4,28
9,2000-04-15,5,21
9,2000-04-22,6,18
9,2000-04-29,7,16
9,2000-05-06,8,14
9,2000-05-13,9,12
9,2000-05-20,10,10
9,2000-05-27,11,9
9,2000-06-03,12,8
9,2000-06-10,13,6
9,2000-06-17,14,1
9,2000-06-24,15,2
9,2000-07-01,16,2
9,2000-07-08,17,2
9,2000-07-15,18,2
9,2000-07-22,19,3
9,2000-07-29,20,4
9,2000-08-05,21,5
9,2000-08-12,22,5
9,2000-08-19,23,6
9,2000-08-26,24,9
9,2000-09-02,25,13
9,2000-09-09,26,14
9,2000-09-16,27,16
9,2000-09-23,28,23
9,2000-09-30,29,22
9,2000-10-07,30,33
9,2000-10-14,31,36
9,2000-10-21,32,43
9,2000-10-28,33,NA
9,2000-11-04,34,NA
9,2000-11-11,35,NA
9,2000-11-18,36,NA
9,2000-11-25,37,NA
9,2000-12-02,38,NA
9,2000-12-09,39,NA
9,2000-12-16,40,NA
9,2000-12-23,41,NA
9,2000-12-30,42,NA
9,2001-01-06,43,NA
9,2001-01-13,44,NA
9,2001-01-20,45,NA
9,2001-01-27,46,NA
9,2001-02-03,47,NA
9,2001-02-10,48,NA
9,2001-02-17,49,NA
9,2001-02-24,50,NA
9,2001-03-03,51,NA
9,2001-03-10,52,NA
9,2001-03-17,53,NA
9,2001-03-24,54,NA
9,2001-03-31,55,NA
9,2001-04-07,56,NA
9,2001-04-14,57,NA
9,2001-04-21,58,NA
9,2001-04-28,59,NA
9,2001-05-05,60,NA
9,2001-05-12,61,NA
9,2001-05-19,62,NA
9,2001-05-26,63,NA
9,2001-06-02,64,NA
9,2001-06-09,65,NA
9,2001-06-16,66,NA
9,2001-06-23,67,NA
9,2001-06-30,68,NA
9,2001-07-07,69,NA
9,2001-07-14,70,NA
9,2001-07-21,71,NA
9,2001-07-28,72,NA
9,2001-08-04,73,NA
9,2001-08-11,74,NA
9,2001-08-18,75,NA
9,2001-08-25,76,NA
10,2000-08-26,1,76
10,2000-09-02,2,76
10,2000-09-09,3,74
10,2000-09-16,4,69
10,2000-09-23,5,68
10,2000-09-30,6,67
10,2000-10-07,7,61
10,2000-10-14,8,58
10,2000-10-21,9,57
10,2000-10-28,10,59
10,2000-11-04,11,66
10,2000-11-11,12,68
10,2000-11-18,13,61
10,2000-11-25,14,67
10,2000-12-02,15,59
10,2000-12-09,16,63
10,2000-12-16,17,67
10,2000-12-23,18,71
10,2000-12-30,19,79
10,2001-01-06,20,89
10,2001-01-13,21,NA
10,2001-01-20,22,NA
10,2001-01-27,23,NA
10,2001-02-03,24,NA
10,2001-02-10,25,NA
10,2001-02-17,26,NA
10,2001-02-24,27,NA
10,2001-03-03,28,NA
10,2001-03-10,29,NA
10,2001-03-17,30,NA
10,2001-03-24,31,NA
10,2001-03-31,32,NA
10,2001-04-07,33,NA
10,2001-04-14,34,NA
10,2001-04-21,35,NA
10,2001-04-28,36,NA
10,2001-05-05,37,NA
10,2001-05-12,38,NA
10,2001-05-19,39,NA
10,2001-05-26,40,NA
10,2001-06-02,41,NA
10,2001-06-09,42,NA
10,2001-06-16,43,NA
10,2001-06-23,44,NA
10,2001-06-30,45,NA
10,2001-07-07,46,NA
10,2001-07-14,47,NA
10,2001-07-21,48,NA
10,2001-07-28,49,NA
10,2001-08-04,50,NA
10,2001-08-11,51,NA
10,2001-08-18,52,NA
10,2001-08-25,53,NA
10,2001-09-01,54,NA
10,2001-09-08,55,NA
10,2001-09-15,56,NA
10,2001-09-22,57,NA
10,2001-09-29,58,NA
10,2001-10-06,59,NA
10,2001-10-13,60,NA
10,2001-10-20,61,NA
10,2001-10-27,62,NA
10,2001-11-03,63,NA
10,2001-11-10,64,NA
10,2001-11-17,65,NA
10,2001-11-24,66,NA
10,2001-12-01,67,NA
10,2001-12-08,68,NA
10,2001-12-15,69,NA
10,2001-12-22,70,NA
10,2001-12-29,71,NA
10,2002-01-05,72,NA
10,2002-01-12,73,NA
10,2002-01-19,74,NA
10,2002-01-26,75,NA
10,2002-02-02,76,NA
11,2000-04-29,1,84
11,2000-05-06,2,84
11,2000-05-13,3,75
11,2000-05-20,4,73
11,2000-05-27,5,73
11,2000-06-03,6,69
11,2000-06-10,7,68
11,2000-06-17,8,65
11,2000-06-24,9,73
11,2000-07-01,10,83
11,2000-07-08,11,92
11,2000-07-15,12,NA
11,2000-07-22,13,NA
11,2000-07-29,14,NA
11,2000-08-05,15,NA
11,2000-08-12,16,NA
11,2000-08-19,17,NA
11,2000-08-26,18,NA
11,2000-09-02,19,NA
11,2000-09-09,20,NA
11,2000-09-16,21,NA
11,2000-09-23,22,NA
11,2000-09-30,23,NA
11,2000-10-07,24,NA
11,2000-10-14,25,NA
11,2000-10-21,26,NA
11,2000-10-28,27,NA
11,2000-11-04,28,NA
11,2000-11-11,29,NA
11,2000-11-18,30,NA
11,2000-11-25,31,NA
11,2000-12-02,32,NA
11,2000-12-09,33,NA
11,2000-12-16,34,NA
11,2000-12-23,35,NA
11,2000-12-30,36,NA
11,2001-01-06,37,NA
11,2001-01-13,38,NA
11,2001-01-20,39,NA
11,2001-01-27,40,NA
11,2001-02-03,41,NA
11,2001-02-10,42,NA
11,2001-02-17,43,NA
11,2001-02-24,44,NA
11,2001-03-03,45,NA
11,2001-03-10,46,NA
11,2001-03-17,47,NA
11,2001-03-24,48,NA
11,2001-03-31,49,NA
11,2001-04-07,50,NA
11,2001-04-14,51,NA
11,2001-04-21,52,NA
11,2001-04-28,53,NA
11,2001-05-05,54,NA
11,2001-05-12,55,NA
11,2001-05-19,56,NA
11,2001-05-26,57,NA
11,2001-06-02,58,NA
11,2001-06-09,59,NA
11,2001-06-16,60,NA
11,2001-06-23,61,NA
11,2001-06-30,62,NA
11,2001-07-07,63,NA
11,2001-07-14,64,NA
11,2001-07-21,65,NA
11,2001-07-28,66,NA
11,2001-08-04,67,NA
11,2001-08-11,68,NA
11,2001-08-18,69,NA
11,2001-08-25,70,NA
11,2001-09-01,71,NA
11,2001-09-08,72,NA
11,2001-09-15,73,NA
11,2001-09-22,74,NA
11,2001-09-29,75,NA
11,2001-10-06,76,NA
12,2000-08-05,1,57
12,2000-08-12,2,47
12,2000-08-19,3,45
12,2000-08-26,4,29
12,2000-09-02,5,23
12,2000-09-09,6,18
12,2000-09-16,7,11
12,2000-09-23,8,9
12,2000-09-30,9,9
12,2000-10-07,10,11
12,2000-10-14,11,1
12,2000-10-21,12,1
12,2000-10-28,13,1
12,2000-11-04,14,1
12,2000-11-11,15,4
12,2000-11-18,16,8
12,2000-11-25,17,12
12,2000-12-02,18,22
12,2000-12-09,19,23
12,2000-12-16,20,43
12,2000-12-23,21,44
12,2000-12-30,22,NA
12,2001-01-06,23,NA
12,2001-01-13,24,NA
12,2001-01-20,25,NA
12,2001-01-27,26,NA
12,2001-02-03,27,NA
12,2001-02-10,28,NA
12,2001-02-17,29,NA
12,2001-02-24,30,NA
12,2001-03-03,31,NA
12,2001-03-10,32,NA
12,2001-03-17,33,NA
12,2001-03-24,34,NA
12,2001-03-31,35,NA
12,2001-04-07,36,NA
12,2001-04-14,37,NA
12,2001-04-21,38,NA
12,2001-04-28,39,NA
12,2001-05-05,40,NA
12,2001-05-12,41,NA
12,2001-05-19,42,NA
12,2001-05-26,43,NA
12,2001-06-02,44,NA
12,2001-06-09,45,NA
12,2001-06-16,46,NA
12,2001-06-23,47,NA
12,2001-06-30,48,NA
12,2001-07-07,49,NA
12,2001-07-14,50,NA
12,2001-07-21,51,NA
12,2001-07-28,52,NA
12,2001-08-04,53,NA
12,2001-08-11,54,NA
12,2001-08-18,55,NA
12,2001-08-25,56,NA
12,2001-09-01,57,NA
12,2001-09-08,58,NA
12,2001-09-15,59,NA
12,2001-09-22,60,NA
12,2001-09-29,61,NA
12,2001-10-06,62,NA
12,2001-10-13,63,NA
12,2001-10-20,64,NA
12,2001-10-27,65,NA
12,2001-11-03,66,NA
12,2001-11-10,67,NA
12,2001-11-17,68,NA
12,2001-11-24,69,NA
12,2001-12-01,70,NA
12,2001-12-08,71,NA
12,2001-12-15,72,NA
12,2001-12-22,73,NA
12,2001-12-29,74,NA
12,2002-01-05,75,NA
12,2002-01-12,76,NA
13,2000-04-15,1,50
13,2000-04-22,2,39
13,2000-04-29,3,30
13,2000-05-06,4,28
13,2000-05-13,5,21
13,2000-05-20,6,19
13,2000-05-27,7,20
13,2000-06-03,8,17
13,2000-06-10,9,17
13,2000-06-17,10,17
13,2000-06-24,11,17
13,2000-07-01,12,3
13,2000-07-08,13,3
13,2000-07-15,14,7
13,2000-07-22,15,10
13,2000-07-29,16,17
13,2000-08-05,17,25
13,2000-08-12,18,29
13,2000-08-19,19,29
13,2000-08-26,20,40
13,2000-09-02,21,43
13,2000-09-09,22,50
13,2000-09-16,23,NA
13,2000-09-23,24,NA
13,2000-09-30,25,NA
13,2000-10-07,26,NA
13,2000-10-14,27,NA
13,2000-10-21,28,NA
13,2000-10-28,29,NA
13,2000-11-04,30,NA
13,2000-11-11,31,NA
13,2000-11-18,32,NA
13,2000-11-25,33,NA
13,2000-12-02,34,NA
13,2000-12-09,35,NA
13,2000-12-16,36,NA
13,2000-12-23,37,NA
13,2000-12-30,38,NA
13,2001-01-06,39,NA
13,2001-01-13,40,NA
13,2001-01-20,41,NA
13,2001-01-27,42,NA
13,2001-02-03,43,NA
13,2001-02-10,44,NA
13,2001-02-17,45,NA
13,2001-02-24,46,NA
13,2001-03-03,47,NA
13,2001-03-10,48,NA
13,2001-03-17,49,NA
13,2001-03-24,50,NA
13,2001-03-31,51,NA
13,2001-04-07,52,NA
13,2001-04-14,53,NA
13,2001-04-21,54,NA
13,2001-04-28,55,NA
13,2001-05-05,56,NA
13,2001-05-12,57,NA
13,2001-05-19,58,NA
13,2001-05-26,59,NA
13,2001-06-02,60,NA
13,2001-06-09,61,NA
13,2001-06-16,62,NA
13,2001-06-23,63,NA
13,2001-06-30,64,NA
13,2001-07-07,65,NA
13,2001-07-14,66,NA
13,2001-07-21,67,NA
13,2001-07-28,68,NA
13,2001-08-04,69,NA
13,2001-08-11,70,NA
13,2001-08-18,71,NA
13,2001-08-25,72,NA
13,2001-09-01,73,NA
13,2001-09-08,74,NA
13,2001-09-15,75,NA
13,2001-09-22,76,NA
14,1999-11-27,1,71
14,1999-12-04,2,51
14,1999-12-11,3,28
14,1999-12-18,4,18
14,1999-12-25,5,13
14,2000-01-01,6,13
14,2000-01-08,7,11
14,2000-01-15,8,1
14,2000-01-22,9,1
14,2000-01-29,10,2
14,2000-02-05,11,2
14,2000-02-12,12,3
14,2000-02-19,13,3
14,2000-02-26,14,4
14,2000-03-04,15,12
14,2000-03-11,16,11
14,2000-03-18,17,13
14,2000-03-25,18,15
14,2000-04-01,19,18
14,2000-04-08,20,20
14,2000-04-15,21,30
14,2000-04-22,22,40
14,2000-04-29,23,39
14,2000-05-06,24,44
14,2000-05-13,25,NA
14,2000-05-20,26,NA
14,2000-05-27,27,NA
14,2000-06-03,28,NA
14,2000-06-10,29,NA
14,2000-06-17,30,NA
