year,artist,time,track,date,week,rank
2000,2 Pac,04:22:00,Baby Don't Cry,2001-05-19,65,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-05-26,66,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-06-02,67,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-06-09,68,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-06-16,69,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-06-23,70,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-06-30,71,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-07-07,72,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-07-14,73,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-07-21,74,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-07-28,75,NA
2000,2 Pac,04:22:00,Baby Don't Cry,2001-08-04,76,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-09-02,1,91
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-09-09,2,87
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-09-16,3,92
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-09-23,4,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-09-30,5,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-10-07,6,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-10-14,7,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-10-21,8,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-10-28,9,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-11-04,10,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-11-11,11,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-11-18,12,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-11-25,13,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-12-02,14,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-12-09,15,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-12-16,16,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-12-23,17,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2000-12-30,18,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-01-06,19,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-01-13,20,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-01-20,21,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-01-27,22,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-02-03,23,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-02-10,24,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-02-17,25,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-02-24,26,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-03-03,27,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-03-10,28,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-03-17,29,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-03-24,30,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-03-31,31,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-04-07,32,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-04-14,33,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-04-21,34,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-04-28,35,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-05-05,36,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-05-12,37,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-05-19,38,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-05-26,39,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-06-02,40,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-06-09,41,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-06-16,42,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-06-23,43,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-06-30,44,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-07-07,45,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-07-14,46,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-07-21,47,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-07-28,48,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-08-04,49,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-08-11,50,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-08-18,51,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-08-25,52,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-09-01,53,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-09-08,54,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-09-15,55,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-09-22,56,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-09-29,57,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-10-06,58,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-10-13,59,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-10-20,60,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-10-27,61,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-11-03,62,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-11-10,63,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-11-17,64,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-11-24,65,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-12-01,66,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-12-08,67,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-12-15,68,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-12-22,69,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2001-12-29,70,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-01-05,71,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-01-12,72,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-01-19,73,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-01-26,74,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-02-02,75,NA
2000,2Ge+her,03:15:00,The Hardest Part Of ...,2002-02-09,76,NA
2000,3 Doors Down,03:53:00,Kryptonite,2000-04-08,1,81
2000,3 Doors Down,03:53:00,Kryptonite,2000-04-15,2,70
2000,3 Doors Down,03:53:00,Kryptonite,2000-04-22,3,68
2000,3 Doors Down,03:53:00,Kryptonite,2000-04-29,4,67
2000,3 Doors Down,03:53:00,Kryptonite,2000-05-06,5,66
2000,3 Doors Down,03:53:00,Kryptonite,2000-05-13,6,57
2000,3 Doors Down,03:53:00,Kryptonite,2000-05-20,7,54
2000,3 Doors Down,03:53:00,Kryptonite,2000-05-27,8,53
2000,3 Doors Down,03:53:00,Kryptonite,2000-06-03,9,51
2000,3 Doors Down,03:53:00,Kryptonite,2000-06-10,10,51
2000,3 Doors Down,03:53:00,Kryptonite,2000-06-17,11,51
2000,3 Doors Down,03:53:00,Kryptonite,2000-06-24,12,51
2000,3 Doors Down,03:53:00,Kryptonite,2000-07-01,13,47
2000,3 Doors Down,03:53:00,Kryptonite,2000-07-08,14,44
2000,3 Doors Down,03:53:00,Kryptonite,2000-07-15,15,38
2000,3 Doors Down,03:53:00,Kryptonite,2000-07-22,16,28
2000,3 Doors Down,03:53:00,Kryptonite,2000-07-29,17,22
2000,3 Doors Down,03:53:00,Kryptonite,2000-08-05,18,18
2000,3 Doors Down,03:53:00,Kryptonite,2000-08-12,19,18
2000,3 Doors Down,03:53:00,Kryptonite,2000-08-19,20,14
2000,3 Doors Down,03:53:00,Kryptonite,2000-08-26,21,12
2000,3 Doors Down,03:53:00,Kryptonite,2000-09-02,22,7
2000,3 Doors Down,03:53:00,Kryptonite,2000-09-09,23,6
2000,3 Doors Down,03:53:00,Kryptonite,2000-09-16,24,6
2000,3 Doors Down,03:53:00,Kryptonite,2000-09-23,25,6
2000,3 Doors Down,03:53:00,Kryptonite,2000-09-30,26,5
2000,3 Doors Down,03:53:00,Kryptonite,2000-10-07,27,5
2000,3 Doors Down,03:53:00,Kryptonite,2000-10-14,28,4
2000,3 Doors Down,03:53:00,Kryptonite,2000-10-21,29,4
2000,3 Doors Down,03:53:00,Kryptonite,2000-10-28,30,4
2000,3 Doors Down,03:53:00,Kryptonite,2000-11-04,31,4
2000,3 Doors Down,03:53:00,Kryptonite,2000-11-11,32,3
2000,3 Doors Down,03:53:00,Kryptonite,2000-11-18,33,3
2000,3 Doors Down,03:53:00,Kryptonite,2000-11-25,34,3
2000,3 Doors Down,03:53:00,Kryptonite,2000-12-02,35,4
2000,3 Doors Down,03:53:00,Kryptonite,2000-12-09,36,5
2000,3 Doors Down,03:53:00,Kryptonite,2000-12-16,37,5
2000,3 Doors Down,03:53:00,Kryptonite,2000-12-23,38,9
2000,3 Doors Down,03:53:00,Kryptonite,2000-12-30,39,9
2000,3 Doors Down,03:53:00,Kryptonite,2001-01-06,40,15
2000,3 Doors Down,03:53:00,Kryptonite,2001-01-13,41,14
2000,3 Doors Down,03:53:00,Kryptonite,2001-01-20,42,13
2000,3 Doors Down,03:53:00,Kryptonite,2001-01-27,43,14
2000,3 Doors Down,03:53:00,Kryptonite,2001-02-03,44,16
2000,3 Doors Down,03:53:00,Kryptonite,2001-02-10,45,17
2000,3 Doors Down,03:53:00,Kryptonite,2001-02-17,46,21
2000,3 Doors Down,03:53:00,Kryptonite,2001-02-24,47,22
2000,3 Doors Down,03:53:00,Kryptonite,2001-03-03,48,24
2000,3 Doors Down,03:53:00,Kryptonite,2001-03-10,49,28
2000,3 Doors Down,03:53:00,Kryptonite,2001-03-17,50,33
2000,3 Doors Down,03:53:00,Kryptonite,2001-03-24,51,42
2000,3 Doors Down,03:53:00,Kryptonite,2001-03-31,52,42
2000,3 Doors Down,03:53:00,Kryptonite,2001-04-07,53,49
2000,3 Doors Down,03:53:00,Kryptonite,2001-04-14,54,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-04-21,55,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-04-28,56,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-05-05,57,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-05-12,58,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-05-19,59,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-05-26,60,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-06-02,61,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-06-09,62,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-06-16,63,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-06-23,64,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-06-30,65,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-07-07,66,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-07-14,67,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-07-21,68,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-07-28,69,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-08-04,70,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-08-11,71,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-08-18,72,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-08-25,73,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-09-01,74,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-09-08,75,NA
2000,3 Doors Down,03:53:00,Kryptonite,2001-09-15,76,NA
2000,3 Doors Down,04:24:00,Loser,2000-10-21,1,76
2000,3 Doors Down,04:24:00,Loser,2000-10-28,2,76
2000,3 Doors Down,04:24:00,Loser,2000-11-04,3,72
2000,3 Doors Down,04:24:00,Loser,2000-11-11,4,69
2000,3 Doors Down,04:24:00,Loser,2000-11-18,5,67
2000,3 Doors Down,04:24:00,Loser,2000-11-25,6,65
2000,3 Doors Down,04:24:00,Loser,2000-12-02,7,55
2000,3 Doors Down,04:24:00,Loser,2000-12-09,8,59
2000,3 Doors Down,04:24:00,Loser,2000-12-16,9,62
2000,3 Doors Down,04:24:00,Loser,2000-12-23,10,61
2000,3 Doors Down,04:24:00,Loser,2000-12-30,11,61
2000,3 Doors Down,04:24:00,Loser,2001-01-06,12,59
2000,3 Doors Down,04:24:00,Loser,2001-01-13,13,61
2000,3 Doors Down,04:24:00,Loser,2001-01-20,14,66
2000,3 Doors Down,04:24:00,Loser,2001-01-27,15,72
2000,3 Doors Down,04:24:00,Loser,2001-02-03,16,76
2000,3 Doors Down,04:24:00,Loser,2001-02-10,17,75
2000,3 Doors Down,04:24:00,Loser,2001-02-17,18,67
2000,3 Doors Down,04:24:00,Loser,2001-02-24,19,73
2000,3 Doors Down,04:24:00,Loser,2001-03-03,20,70
2000,3 Doors Down,04:24:00,Loser,2001-03-10,21,NA
2000,3 Doors Down,04:24:00,Loser,2001-03-17,22,NA
2000,3 Doors Down,04:24:00,Loser,2001-03-24,23,NA
2000,3 Doors Down,04:24:00,Loser,2001-03-31,24,NA
2000,3 Doors Down,04:24:00,Loser,2001-04-07,25,NA
2000,3 Doors Down,04:24:00,Loser,2001-04-14,26,NA
2000,3 Doors Down,04:24:00,Loser,2001-04-21,27,NA
2000,3 Doors Down,04:24:00,Loser,2001-04-28,28,NA
2000,3 Doors Down,04:24:00,Loser,2001-05-05,29,NA
2000,3 Doors Down,04:24:00,Loser,2001-05-12,30,NA
2000,3 Doors Down,04:24:00,Loser,2001-05-19,31,NA
2000,3 Doors Down,04:24:00,Loser,2001-05-26,32,NA
2000,3 Doors Down,04:24:00,Loser,2001-06-02,33,NA
2000,3 Doors Down,04:24:00,Loser,2001-06-09,34,NA
2000,3 Doors Down,04:24:00,Loser,2001-06-16,35,NA
2000,3 Doors Down,04:24:00,Loser,2001-06-23,36,NA
2000,3 Doors Down,04:24:00,Loser,2001-06-30,37,NA
2000,3 Doors Down,04:24:00,Loser,2001-07-07,38,NA
2000,3 Doors Down,04:24:00,Loser,2001-07-14,39,NA
2000,3 Doors Down,04:24:00,Loser,2001-07-21,40,NA
2000,3 Doors Down,04:24:00,Loser,2001-07-28,41,NA
2000,3 Doors Down,04:24:00,Loser,2001-08-04,42,NA
2000,3 Doors Down,04:24:00,Loser,2001-08-11,43,NA
2000,3 Doors Down,04:24:00,Loser,2001-08-18,44,NA
2000,3 Doors Down,04:24:00,Loser,2001-08-25,45,NA
2000,3 Doors Down,04:24:00,Loser,2001-09-01,46,NA
2000,3 Doors Down,04:24:00,Loser,2001-09-08,47,NA
2000,3 Doors Down,04:24:00,Loser,2001-09-15,48,NA
2000,3 Doors Down,04:24:00,Loser,2001-09-22,49,NA
2000,3 Doors Down,04:24:00,Loser,2001-09-29,50,NA
2000,3 Doors Down,04:24:00,Loser,2001-10-06,51,NA
2000,3 Doors Down,04:24:00,Loser,2001-10-13,52,NA
2000,3 Doors Down,04:24:00,Loser,2001-10-20,53,NA
2000,3 Doors Down,04:24:00,Loser,2001-10-27,54,NA
2000,3 Doors Down,04:24:00,Loser,2001-11-03,55,NA
2000,3 Doors Down,04:24:00,Loser,2001-11-10,56,NA
2000,3 Doors Down,04:24:00,Loser,2001-11-17,57,NA
2000,3 Doors Down,04:24:00,Loser,2001-11-24,58,NA
2000,3 Doors Down,04:24:00,Loser,2001-12-01,59,NA
2000,3 Doors Down,04:24:00,Loser,2001-12-08,60,NA
2000,3 Doors Down,04:24:00,Loser,2001-12-15,61,NA
2000,3 Doors Down,04:24:00,Loser,2001-12-22,62,NA
2000,3 Doors Down,04:24:00,Loser,2001-12-29,63,NA
2000,3 Doors Down,04:24:00,Loser,2002-01-05,64,NA
2000,3 Doors Down,04:24:00,Loser,2002-01-12,65,NA
2000,3 Doors Down,04:24:00,Loser,2002-01-19,66,NA
2000,3 Doors Down,04:24:00,Loser,2002-01-26,67,NA
2000,3 Doors Down,04:24:00,Loser,2002-02-02,68,NA
2000,3 Doors Down,04:24:00,Loser,2002-02-09,69,NA
2000,3 Doors Down,04:24:00,Loser,2002-02-16,70,NA
2000,3 Doors Down,04:24:00,Loser,2002-02-23,71,NA
2000,3 Doors Down,04:24:00,Loser,2002-03-02,72,NA
2000,3 Doors Down,04:24:00,Loser,2002-03-09,73,NA
2000,3 Doors Down,04:24:00,Loser,2002-03-16,74,NA
2000,3 Doors Down,04:24:00,Loser,2002-03-23,75,NA
2000,3 Doors Down,04:24:00,Loser,2002-03-30,76,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-04-15,1,57
2000,504 Boyz,03:35:00,Wobble Wobble,2000-04-22,2,34
2000,504 Boyz,03:35:00,Wobble Wobble,2000-04-29,3,25
2000,504 Boyz,03:35:00,Wobble Wobble,2000-05-06,4,17
2000,504 Boyz,03:35:00,Wobble Wobble,2000-05-13,5,17
2000,504 Boyz,03:35:00,Wobble Wobble,2000-05-20,6,31
2000,504 Boyz,03:35:00,Wobble Wobble,2000-05-27,7,36
2000,504 Boyz,03:35:00,Wobble Wobble,2000-06-03,8,49
2000,504 Boyz,03:35:00,Wobble Wobble,2000-06-10,9,53
2000,504 Boyz,03:35:00,Wobble Wobble,2000-06-17,10,57
2000,504 Boyz,03:35:00,Wobble Wobble,2000-06-24,11,64
2000,504 Boyz,03:35:00,Wobble Wobble,2000-07-01,12,70
2000,504 Boyz,03:35:00,Wobble Wobble,2000-07-08,13,75
2000,504 Boyz,03:35:00,Wobble Wobble,2000-07-15,14,76
2000,504 Boyz,03:35:00,Wobble Wobble,2000-07-22,15,78
2000,504 Boyz,03:35:00,Wobble Wobble,2000-07-29,16,85
2000,504 Boyz,03:35:00,Wobble Wobble,2000-08-05,17,92
2000,504 Boyz,03:35:00,Wobble Wobble,2000-08-12,18,96
2000,504 Boyz,03:35:00,Wobble Wobble,2000-08-19,19,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-08-26,20,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-09-02,21,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-09-09,22,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-09-16,23,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-09-23,24,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-09-30,25,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-10-07,26,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-10-14,27,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-10-21,28,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-10-28,29,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-11-04,30,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-11-11,31,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-11-18,32,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-11-25,33,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-12-02,34,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-12-09,35,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-12-16,36,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-12-23,37,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2000-12-30,38,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-01-06,39,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-01-13,40,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-01-20,41,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-01-27,42,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-02-03,43,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-02-10,44,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-02-17,45,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-02-24,46,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-03-03,47,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-03-10,48,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-03-17,49,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-03-24,50,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-03-31,51,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-04-07,52,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-04-14,53,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-04-21,54,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-04-28,55,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-05-05,56,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-05-12,57,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-05-19,58,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-05-26,59,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-06-02,60,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-06-09,61,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-06-16,62,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-06-23,63,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-06-30,64,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-07-07,65,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-07-14,66,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-07-21,67,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-07-28,68,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-08-04,69,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-08-11,70,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-08-18,71,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-08-25,72,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-09-01,73,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-09-08,74,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-09-15,75,NA
2000,504 Boyz,03:35:00,Wobble Wobble,2001-09-22,76,NA
2000,98?,03:24:00,Give Me Just One Nig...,2000-08-19,1,51
2000,98?,03:24:00,Give Me Just One Nig...,2000-08-26,2,39
2000,98?,03:24:00,Give Me Just One Nig...,2000-09-02,3,34
2000,98?,03:24:00,Give Me Just One Nig...,2000-09-09,4,26
